UF;Municipio;DepAdm;EnsinoFund1_4;EnsinoFund5_8
Rio Grande do Sul;TUPARENDI;Privada;55;68
Rio Grande do Sul;TURUCU;Total;273;281
Rio Grande do Sul;TURUCU;Estadual;0;0
Rio Grande do Sul;TURUCU;Municipal;273;281
Rio Grande do Sul;UBIRETAMA;Total;157;174
Rio Grande do Sul;UBIRETAMA;Estadual;70;160
Rio Grande do Sul;UBIRETAMA;Municipal;87;14
Rio Grande do Sul;UNIAO DA SERRA;Total;93;117
Rio Grande do Sul;UNIAO DA SERRA;Estadual;93;117
Rio Grande do Sul;UNISTALDA;Total;220;235
Rio Grande do Sul;UNISTALDA;Estadual;108;141
Rio Grande do Sul;UNISTALDA;Municipal;112;94
Rio Grande do Sul;URUGUAIANA;Total;11.796;9.980
Rio Grande do Sul;URUGUAIANA;Estadual;6.996;6.339
Rio Grande do Sul;URUGUAIANA;Municipal;4.107;2.943
Rio Grande do Sul;URUGUAIANA;Privada;693;698
Rio Grande do Sul;VACARIA;Total;4.900;4.762
Rio Grande do Sul;VACARIA;Estadual;2.079;2.258
Rio Grande do Sul;VACARIA;Municipal;2.411;2.094
Rio Grande do Sul;VACARIA;Privada;410;410
Rio Grande do Sul;VALE DO SOL;Total;833;809
Rio Grande do Sul;VALE DO SOL;Estadual;330;441
Rio Grande do Sul;VALE DO SOL;Municipal;484;368
Rio Grande do Sul;VALE DO SOL;Privada;19;0
Rio Grande do Sul;VALE REAL;Total;350;359
Rio Grande do Sul;VALE REAL;Estadual;203;250
Rio Grande do Sul;VALE REAL;Municipal;147;109
Rio Grande do Sul;VALE VERDE;Total;111;152
Rio Grande do Sul;VALE VERDE;Estadual;111;152
Rio Grande do Sul;VALE VERDE;Municipal;0;0
Rio Grande do Sul;VANINI;Total;122;147
Rio Grande do Sul;VANINI;Estadual;45;147
Rio Grande do Sul;VANINI;Municipal;77;0
Rio Grande do Sul;VENANCIO AIRES;Total;4.065;3.914
Rio Grande do Sul;VENANCIO AIRES;Estadual;2.687;3.119
Rio Grande do Sul;VENANCIO AIRES;Municipal;1.103;575
Rio Grande do Sul;VENANCIO AIRES;Privada;275;220
Rio Grande do Sul;VERA CRUZ;Total;1.705;1.613
Rio Grande do Sul;VERA CRUZ;Estadual;506;778
Rio Grande do Sul;VERA CRUZ;Municipal;1.052;672
Rio Grande do Sul;VERA CRUZ;Privada;147;163
Rio Grande do Sul;VERANOPOLIS;Total;1.343;1.415
Rio Grande do Sul;VERANOPOLIS;Estadual;493;661
Rio Grande do Sul;VERANOPOLIS;Municipal;678;591
Rio Grande do Sul;VERANOPOLIS;Privada;172;163
Rio Grande do Sul;VESPASIANO CORREA;Total;90;106
Rio Grande do Sul;VESPASIANO CORREA;Estadual;40;106
Rio Grande do Sul;VESPASIANO CORREA;Municipal;50;0
Rio Grande do Sul;VIADUTOS;Total;374;380
Rio Grande do Sul;VIADUTOS;Estadual;209;242
Rio Grande do Sul;VIADUTOS;Municipal;165;138
Rio Grande do Sul;VIAMAO;Total;14.564;13.389
Rio Grande do Sul;VIAMAO;Estadual;7.543;8.781
Rio Grande do Sul;VIAMAO;Municipal;5.315;3.244
Rio Grande do Sul;VIAMAO;Privada;1.706;1.364
Rio Grande do Sul;VICENTE DUTRA;Total;517;520
Rio Grande do Sul;VICENTE DUTRA;Estadual;217;295
Rio Grande do Sul;VICENTE DUTRA;Municipal;300;225
Rio Grande do Sul;VICTOR GRAEFF;Total;164;214
Rio Grande do Sul;VICTOR GRAEFF;Estadual;91;160
Rio Grande do Sul;VICTOR GRAEFF;Municipal;73;54
Rio Grande do Sul;VICTOR GRAEFF;Privada;0;0
Rio Grande do Sul;VILA FLORES;Total;184;230
Rio Grande do Sul;VILA FLORES;Estadual;107;120
Rio Grande do Sul;VILA FLORES;Municipal;77;110
Rio Grande do Sul;VILA LANGARO;Total;151;153
Rio Grande do Sul;VILA LANGARO;Estadual;39;83
Rio Grande do Sul;VILA LANGARO;Municipal;112;70
Rio Grande do Sul;VILA MARIA;Total;239;260
Rio Grande do Sul;VILA MARIA;Estadual;78;141
Rio Grande do Sul;VILA MARIA;Municipal;161;119
Rio Grande do Sul;VILA NOVA DO SUL;Total;355;342
Rio Grande do Sul;VILA NOVA DO SUL;Estadual;152;156
Rio Grande do Sul;VILA NOVA DO SUL;Municipal;203;186
Rio Grande do Sul;VISTA ALEGRE;Total;225;265
Rio Grande do Sul;VISTA ALEGRE;Estadual;128;125
Rio Grande do Sul;VISTA ALEGRE;Municipal;97;140
Rio Grande do Sul;VISTA ALEGRE DO PRATA;Total;64;98
Rio Grande do Sul;VISTA ALEGRE DO PRATA;Estadual;7;88
Rio Grande do Sul;VISTA ALEGRE DO PRATA;Municipal;57;10
Rio Grande do Sul;VISTA GAUCHA;Total;197;235
Rio Grande do Sul;VISTA GAUCHA;Estadual;136;160
Rio Grande do Sul;VISTA GAUCHA;Municipal;61;75
Rio Grande do Sul;VITORIA DAS MISSOES;Total;282;306
Rio Grande do Sul;VITORIA DAS MISSOES;Estadual;157;136
Rio Grande do Sul;VITORIA DAS MISSOES;Municipal;125;170
Rio Grande do Sul;WESTFALIA;Total;174;163
Rio Grande do Sul;WESTFALIA;Municipal;174;163
Rio Grande do Sul;WESTFALIA;Privada;0;0
Rio Grande do Sul;XANGRI-LA;Total;1.080;956
Rio Grande do Sul;XANGRI-LA;Estadual;0;0
Rio Grande do Sul;XANGRI-LA;Municipal;1.080;956
Rio de Janeiro;Total;Total;201.552;173.536
Rio de Janeiro;Total;Estadual;565;2.584
Rio de Janeiro;Total;Federal;889;3.140
Rio de Janeiro;Total;Municipal;171;0
Rio de Janeiro;Total;Privada;199.927;167.812
Rio de Janeiro;ANGRA DOS REIS;Total;231;172
Rio de Janeiro;ANGRA DOS REIS;Estadual;32;0
Rio de Janeiro;ANGRA DOS REIS;Federal;0;0
Rio de Janeiro;ANGRA DOS REIS;Municipal;0;0
Rio de Janeiro;ANGRA DOS REIS;Privada;199;172
Rio de Janeiro;APERIBE;Total;0;0
Rio de Janeiro;APERIBE;Estadual;0;0
Rio de Janeiro;APERIBE;Municipal;0;0
Rio de Janeiro;APERIBE;Privada;0;0
Rio de Janeiro;ARARUAMA;Total;1.446;889
Rio de Janeiro;ARARUAMA;Estadual;0;0
Rio de Janeiro;ARARUAMA;Municipal;0;0
Rio de Janeiro;ARARUAMA;Privada;1.446;889
Rio de Janeiro;AREAL;Total;50;63
Rio de Janeiro;AREAL;Estadual;0;0
Rio de Janeiro;AREAL;Municipal;0;0
Rio de Janeiro;AREAL;Privada;50;63
Rio de Janeiro;ARMACAO DOS BUZIOS;Total;106;68
Rio de Janeiro;ARMACAO DOS BUZIOS;Estadual;0;0
Rio de Janeiro;ARMACAO DOS BUZIOS;Municipal;0;0
Rio de Janeiro;ARMACAO DOS BUZIOS;Privada;106;68
Rio de Janeiro;ARRAIAL DO CABO;Total;316;191
Rio de Janeiro;ARRAIAL DO CABO;Estadual;0;0
Rio de Janeiro;ARRAIAL DO CABO;Municipal;0;0
Rio de Janeiro;ARRAIAL DO CABO;Privada;316;191
Rio de Janeiro;BARRA DO PIRAI;Total;256;296
Rio de Janeiro;BARRA DO PIRAI;Estadual;0;0
Rio de Janeiro;BARRA DO PIRAI;Municipal;0;0
Rio de Janeiro;BARRA DO PIRAI;Privada;256;296
Rio de Janeiro;BARRA MANSA;Total;380;56
Rio de Janeiro;BARRA MANSA;Estadual;0;0
Rio de Janeiro;BARRA MANSA;Municipal;0;0
Rio de Janeiro;BARRA MANSA;Privada;380;56
Rio de Janeiro;BELFORD ROXO;Total;6.121;3.486
Rio de Janeiro;BELFORD ROXO;Estadual;0;0
Rio de Janeiro;BELFORD ROXO;Municipal;0;0
Rio de Janeiro;BELFORD ROXO;Privada;6.121;3.486
Rio de Janeiro;BOM JARDIM;Total;200;154
Rio de Janeiro;BOM JARDIM;Estadual;0;0
Rio de Janeiro;BOM JARDIM;Municipal;0;0
Rio de Janeiro;BOM JARDIM;Privada;200;154
Rio de Janeiro;BOM JESUS DO ITABAPOANA;Total;484;413
Rio de Janeiro;BOM JESUS DO ITABAPOANA;Estadual;0;0
Rio de Janeiro;BOM JESUS DO ITABAPOANA;Federal;0;0
Rio de Janeiro;BOM JESUS DO ITABAPOANA;Municipal;0;0
Rio de Janeiro;BOM JESUS DO ITABAPOANA;Privada;484;413
Rio de Janeiro;CABO FRIO;Total;1.548;1.407
Rio de Janeiro;CABO FRIO;Estadual;0;0
Rio de Janeiro;CABO FRIO;Municipal;0;0
Rio de Janeiro;CABO FRIO;Privada;1.548;1.407
Rio de Janeiro;CACHOEIRAS DE MACACU;Total;345;312
Rio de Janeiro;CACHOEIRAS DE MACACU;Estadual;0;0
Rio de Janeiro;CACHOEIRAS DE MACACU;Municipal;0;0
Rio de Janeiro;CACHOEIRAS DE MACACU;Privada;345;312
Rio de Janeiro;CAMBUCI;Total;83;93
Rio de Janeiro;CAMBUCI;Estadual;0;0
Rio de Janeiro;CAMBUCI;Municipal;0;0
Rio de Janeiro;CAMBUCI;Privada;83;93
Rio de Janeiro;CAMPOS DOS GOYTACAZES;Total;3.331;3.987
Rio de Janeiro;CAMPOS DOS GOYTACAZES;Estadual;0;512
Rio de Janeiro;CAMPOS DOS GOYTACAZES;Federal;0;0
Rio de Janeiro;CAMPOS DOS GOYTACAZES;Municipal;0;0
Rio de Janeiro;CAMPOS DOS GOYTACAZES;Privada;3.331;3.475
Rio de Janeiro;CANTAGALO;Total;105;67
Rio de Janeiro;CANTAGALO;Estadual;0;0
Rio de Janeiro;CANTAGALO;Municipal;0;0
Rio de Janeiro;CANTAGALO;Privada;105;67
Rio de Janeiro;CARAPEBUS;Total;207;0
Rio de Janeiro;CARAPEBUS;Estadual;0;0
Rio de Janeiro;CARAPEBUS;Municipal;171;0
Rio de Janeiro;CARAPEBUS;Privada;36;0
Rio de Janeiro;CARDOSO MOREIRA;Total;0;0
Rio de Janeiro;CARDOSO MOREIRA;Estadual;0;0
Rio de Janeiro;CARDOSO MOREIRA;Municipal;0;0
Rio de Janeiro;CARDOSO MOREIRA;Privada;0;0
Rio de Janeiro;CARMO;Total;0;0
Rio de Janeiro;CARMO;Estadual;0;0
Rio de Janeiro;CARMO;Municipal;0;0
Rio de Janeiro;CARMO;Privada;0;0
Rio de Janeiro;CASIMIRO DE ABREU;Total;530;352
Rio de Janeiro;CASIMIRO DE ABREU;Estadual;0;0
Rio de Janeiro;CASIMIRO DE ABREU;Municipal;0;0
Rio de Janeiro;CASIMIRO DE ABREU;Privada;530;352
Rio de Janeiro;COMENDADOR LEVY GASPARIAN;Total;0;0
Rio de Janeiro;COMENDADOR LEVY GASPARIAN;Estadual;0;0
Rio de Janeiro;COMENDADOR LEVY GASPARIAN;Municipal;0;0
Rio de Janeiro;CONCEICAO DE MACABU;Total;80;69
Rio de Janeiro;CONCEICAO DE MACABU;Estadual;0;0
Rio de Janeiro;CONCEICAO DE MACABU;Municipal;0;0
Rio de Janeiro;CONCEICAO DE MACABU;Privada;80;69
Rio de Janeiro;CORDEIRO;Total;213;234
Rio de Janeiro;CORDEIRO;Estadual;0;0
Rio de Janeiro;CORDEIRO;Municipal;0;0
Rio de Janeiro;CORDEIRO;Privada;213;234
Rio de Janeiro;DUAS BARRAS;Total;48;24
Rio de Janeiro;DUAS BARRAS;Estadual;0;0
Rio de Janeiro;DUAS BARRAS;Municipal;0;0
Rio de Janeiro;DUAS BARRAS;Privada;48;24
Rio de Janeiro;DUQUE DE CAXIAS;Total;13.970;12.365
Rio de Janeiro;DUQUE DE CAXIAS;Estadual;0;0
Rio de Janeiro;DUQUE DE CAXIAS;Municipal;0;0
Rio de Janeiro;DUQUE DE CAXIAS;Privada;13.970;12.365
Rio de Janeiro;ENGENHEIRO PAULO DE FRONTIN;Total;55;52
Rio de Janeiro;ENGENHEIRO PAULO DE FRONTIN;Estadual;0;0
Rio de Janeiro;ENGENHEIRO PAULO DE FRONTIN;Municipal;0;0
Rio de Janeiro;ENGENHEIRO PAULO DE FRONTIN;Privada;55;52
Rio de Janeiro;GUAPIMIRIM;Total;411;263
Rio de Janeiro;GUAPIMIRIM;Estadual;0;0
Rio de Janeiro;GUAPIMIRIM;Municipal;0;0
Rio de Janeiro;GUAPIMIRIM;Privada;411;263
Rio de Janeiro;IGUABA GRANDE;Total;196;135
Rio de Janeiro;IGUABA GRANDE;Estadual;0;0
Rio de Janeiro;IGUABA GRANDE;Municipal;0;0
Rio de Janeiro;IGUABA GRANDE;Privada;196;135
Rio de Janeiro;ITABORAI;Total;2.302;1.467
Rio de Janeiro;ITABORAI;Estadual;0;0
Rio de Janeiro;ITABORAI;Municipal;0;0
Rio de Janeiro;ITABORAI;Privada;2.302;1.467
Rio de Janeiro;ITAGUAI;Total;877;526
Rio de Janeiro;ITAGUAI;Estadual;0;0
Rio de Janeiro;ITAGUAI;Municipal;0;0
Rio de Janeiro;ITAGUAI;Privada;877;526
Rio de Janeiro;ITALVA;Total;0;0
Rio de Janeiro;ITALVA;Estadual;0;0
Rio de Janeiro;ITALVA;Municipal;0;0
Rio de Janeiro;ITALVA;Privada;0;0
Rio de Janeiro;ITAOCARA;Total;175;177
Rio de Janeiro;ITAOCARA;Estadual;0;0
Rio de Janeiro;ITAOCARA;Municipal;0;0
Rio de Janeiro;ITAOCARA;Privada;175;177
Rio de Janeiro;ITAPERUNA;Total;1.183;837
Rio de Janeiro;ITAPERUNA;Estadual;0;0
Rio de Janeiro;ITAPERUNA;Municipal;0;0
Rio de Janeiro;ITAPERUNA;Privada;1.183;837
Rio de Janeiro;ITATIAIA;Total;234;169
Rio de Janeiro;ITATIAIA;Estadual;0;0
Rio de Janeiro;ITATIAIA;Municipal;0;0
Rio de Janeiro;ITATIAIA;Privada;234;169
Rio de Janeiro;JAPERI;Total;303;176
Rio de Janeiro;JAPERI;Estadual;0;0
Rio de Janeiro;JAPERI;Municipal;0;0
Rio de Janeiro;JAPERI;Privada;303;176
Rio de Janeiro;LAJE DO MURIAE;Total;0;0
Rio de Janeiro;LAJE DO MURIAE;Estadual;0;0
Rio de Janeiro;LAJE DO MURIAE;Municipal;0;0
Rio de Janeiro;LAJE DO MURIAE;Privada;0;0
Rio de Janeiro;MACAE;Total;1.730;1.668
Rio de Janeiro;MACAE;Estadual;0;0
Rio de Janeiro;MACAE;Federal;0;0
Rio de Janeiro;MACAE;Municipal;0;0
Rio de Janeiro;MACAE;Privada;1.730;1.668
Rio de Janeiro;MACUCO;Total;55;0
Rio de Janeiro;MACUCO;Estadual;0;0
Rio de Janeiro;MACUCO;Municipal;0;0
Rio de Janeiro;MACUCO;Privada;55;0
Rio de Janeiro;MAGE;Total;2.183;1.738
Rio de Janeiro;MAGE;Estadual;0;0
Rio de Janeiro;MAGE;Municipal;0;0
Rio de Janeiro;MAGE;Privada;2.183;1.738
Rio de Janeiro;MANGARATIBA;Total;0;0
Rio de Janeiro;MANGARATIBA;Estadual;0;0
Rio de Janeiro;MANGARATIBA;Municipal;0;0
Rio de Janeiro;MANGARATIBA;Privada;0;0
Rio de Janeiro;MARICA;Total;1.357;1.180
Rio de Janeiro;MARICA;Estadual;0;0
Rio de Janeiro;MARICA;Municipal;0;0
Rio de Janeiro;MARICA;Privada;1.357;1.180
Rio de Janeiro;MENDES;Total;178;167
Rio de Janeiro;MENDES;Estadual;0;0
Rio de Janeiro;MENDES;Municipal;0;0
Rio de Janeiro;MENDES;Privada;178;167
Rio de Janeiro;MESQUITA;Total;1.964;1.379
Rio de Janeiro;MESQUITA;Estadual;0;0
Rio de Janeiro;MESQUITA;Municipal;0;0
Rio de Janeiro;MESQUITA;Privada;1.964;1.379
Rio de Janeiro;MIGUEL PEREIRA;Total;235;277
Rio de Janeiro;MIGUEL PEREIRA;Estadual;0;0
Rio de Janeiro;MIGUEL PEREIRA;Municipal;0;0
Rio de Janeiro;MIGUEL PEREIRA;Privada;235;277
Rio de Janeiro;MIRACEMA;Total;80;49
Rio de Janeiro;MIRACEMA;Estadual;0;0
Rio de Janeiro;MIRACEMA;Municipal;0;0
Rio de Janeiro;MIRACEMA;Privada;80;49
Rio de Janeiro;NATIVIDADE;Total;60;88
Rio de Janeiro;NATIVIDADE;Estadual;0;0
Rio de Janeiro;NATIVIDADE;Municipal;0;0
Rio de Janeiro;NATIVIDADE;Privada;60;88
Rio de Janeiro;NILOPOLIS;Total;4.156;3.239
Rio de Janeiro;NILOPOLIS;Estadual;0;0
Rio de Janeiro;NILOPOLIS;Federal;0;0
Rio de Janeiro;NILOPOLIS;Municipal;0;0
Rio de Janeiro;NILOPOLIS;Privada;4.156;3.239
Rio de Janeiro;NITEROI;Total;10.449;11.360
Rio de Janeiro;NITEROI;Estadual;0;0
Rio de Janeiro;NITEROI;Municipal;0;0
Rio de Janeiro;NITEROI;Privada;10.449;11.360
Rio de Janeiro;NOVA FRIBURGO;Total;2.956;2.536
Rio de Janeiro;NOVA FRIBURGO;Estadual;0;0
Rio de Janeiro;NOVA FRIBURGO;Municipal;0;0
Rio de Janeiro;NOVA FRIBURGO;Privada;2.956;2.536
Rio de Janeiro;NOVA IGUACU;Total;14.572;11.549
Rio de Janeiro;NOVA IGUACU;Estadual;0;0
Rio de Janeiro;NOVA IGUACU;Federal;0;0
Rio de Janeiro;NOVA IGUACU;Municipal;0;0
Rio de Janeiro;NOVA IGUACU;Privada;14.572;11.549
Rio de Janeiro;PARACAMBI;Total;530;517
Rio de Janeiro;PARACAMBI;Estadual;0;0
Rio de Janeiro;PARACAMBI;Municipal;0;0
Rio de Janeiro;PARACAMBI;Privada;530;517
Rio de Janeiro;PARAIBA DO SUL;Total;219;162
Rio de Janeiro;PARAIBA DO SUL;Estadual;0;0
Rio de Janeiro;PARAIBA DO SUL;Municipal;0;0
Rio de Janeiro;PARAIBA DO SUL;Privada;219;162
Rio de Janeiro;PARATI;Total;381;252
Rio de Janeiro;PARATI;Estadual;49;0
Rio de Janeiro;PARATI;Municipal;0;0
Rio de Janeiro;PARATI;Privada;332;252
Rio de Janeiro;PATY DO ALFERES;Total;126;60
Rio de Janeiro;PATY DO ALFERES;Estadual;0;0
Rio de Janeiro;PATY DO ALFERES;Municipal;0;0
Rio de Janeiro;PATY DO ALFERES;Privada;126;60
Rio de Janeiro;PETROPOLIS;Total;2.887;3.179
Rio de Janeiro;PETROPOLIS;Estadual;0;0
Rio de Janeiro;PETROPOLIS;Municipal;0;0
Rio de Janeiro;PETROPOLIS;Privada;2.887;3.179
Rio de Janeiro;PINHEIRAL;Total;118;114
Rio de Janeiro;PINHEIRAL;Estadual;0;0
Rio de Janeiro;PINHEIRAL;Federal;0;0
Rio de Janeiro;PINHEIRAL;Municipal;0;0
Rio de Janeiro;PINHEIRAL;Privada;118;114
Rio de Janeiro;PIRAI;Total;51;0
Rio de Janeiro;PIRAI;Estadual;0;0
Rio de Janeiro;PIRAI;Municipal;0;0
Rio de Janeiro;PIRAI;Privada;51;0
Rio de Janeiro;PORCIUNCULA;Total;77;59
Rio de Janeiro;PORCIUNCULA;Estadual;0;0
Rio de Janeiro;PORCIUNCULA;Municipal;0;0
Rio de Janeiro;PORCIUNCULA;Privada;77;59
Rio de Janeiro;PORTO REAL;Total;65;65
Rio de Janeiro;PORTO REAL;Estadual;0;0
Rio de Janeiro;PORTO REAL;Municipal;0;0
Rio de Janeiro;PORTO REAL;Privada;65;65
Rio de Janeiro;QUATIS;Total;38;8
Rio de Janeiro;QUATIS;Estadual;0;0
Rio de Janeiro;QUATIS;Municipal;0;0
Rio de Janeiro;QUATIS;Privada;38;8
Rio de Janeiro;QUEIMADOS;Total;1.412;993
Rio de Janeiro;QUEIMADOS;Estadual;0;0
Rio de Janeiro;QUEIMADOS;Municipal;0;0
Rio de Janeiro;QUEIMADOS;Privada;1.412;993
Rio de Janeiro;QUISSAMA;Total;223;136
Rio de Janeiro;QUISSAMA;Estadual;0;0
Rio de Janeiro;QUISSAMA;Municipal;0;0
Rio de Janeiro;QUISSAMA;Privada;223;136
Rio de Janeiro;RESENDE;Total;960;750
Rio de Janeiro;RESENDE;Estadual;0;0
Rio de Janeiro;RESENDE;Municipal;0;0
Rio de Janeiro;RESENDE;Privada;960;750
Rio de Janeiro;RIO BONITO;Total;575;502
Rio de Janeiro;RIO BONITO;Estadual;0;0
Rio de Janeiro;RIO BONITO;Municipal;0;0
Rio de Janeiro;RIO BONITO;Privada;575;502
Rio de Janeiro;RIO CLARO;Total;0;0
Rio de Janeiro;RIO CLARO;Estadual;0;0
Rio de Janeiro;RIO CLARO;Municipal;0;0
Rio de Janeiro;RIO DAS FLORES;Total;0;0
Rio de Janeiro;RIO DAS FLORES;Estadual;0;0
Rio de Janeiro;RIO DAS FLORES;Municipal;0;0
Rio de Janeiro;RIO DAS OSTRAS;Total;729;624
Rio de Janeiro;RIO DAS OSTRAS;Estadual;0;0
Rio de Janeiro;RIO DAS OSTRAS;Municipal;0;0
Rio de Janeiro;RIO DAS OSTRAS;Privada;729;624
Rio de Janeiro;RIO DE JANEIRO;Total;82.151;78.401
Rio de Janeiro;RIO DE JANEIRO;Estadual;484;2.072
Rio de Janeiro;RIO DE JANEIRO;Federal;889;3.140
Rio de Janeiro;RIO DE JANEIRO;Municipal;0;0
Rio de Janeiro;RIO DE JANEIRO;Privada;80.778;73.189
Rio de Janeiro;SANTA MARIA MADALENA;Total;37;0
Rio de Janeiro;SANTA MARIA MADALENA;Estadual;0;0
Rio de Janeiro;SANTA MARIA MADALENA;Municipal;0;0
Rio de Janeiro;SANTA MARIA MADALENA;Privada;37;0
Rio de Janeiro;SANTO ANTONIO DE PADUA;Total;106;84
Rio de Janeiro;SANTO ANTONIO DE PADUA;Estadual;0;0
Rio de Janeiro;SANTO ANTONIO DE PADUA;Municipal;0;0
Rio de Janeiro;SANTO ANTONIO DE PADUA;Privada;106;84
Rio de Janeiro;SAO FIDELIS;Total;143;110
Rio de Janeiro;SAO FIDELIS;Estadual;0;0
Rio de Janeiro;SAO FIDELIS;Municipal;0;0
Rio de Janeiro;SAO FIDELIS;Privada;143;110
Rio de Janeiro;SAO FRANCISCO DE ITABAPOANA;Total;0;0
Rio de Janeiro;SAO FRANCISCO DE ITABAPOANA;Estadual;0;0
Rio de Janeiro;SAO FRANCISCO DE ITABAPOANA;Municipal;0;0
Rio de Janeiro;SAO FRANCISCO DE ITABAPOANA;Privada;0;0
Rio de Janeiro;SAO GONCALO;Total;18.259;12.342
Rio de Janeiro;SAO GONCALO;Estadual;0;0
Rio de Janeiro;SAO GONCALO;Municipal;0;0
Rio de Janeiro;SAO GONCALO;Privada;18.259;12.342
Rio de Janeiro;SAO JOAO DA BARRA;Total;134;78
Rio de Janeiro;SAO JOAO DA BARRA;Estadual;0;0
Rio de Janeiro;SAO JOAO DA BARRA;Municipal;0;0
Rio de Janeiro;SAO JOAO DA BARRA;Privada;134;78
Rio de Janeiro;SAO JOAO DE MERITI;Total;9.548;5.725
Rio de Janeiro;SAO JOAO DE MERITI;Estadual;0;0
Rio de Janeiro;SAO JOAO DE MERITI;Municipal;0;0
Rio de Janeiro;SAO JOAO DE MERITI;Privada;9.548;5.725
Rio de Janeiro;SAO JOSE DE UBA;Total;0;0
Rio de Janeiro;SAO JOSE DE UBA;Estadual;0;0
Rio de Janeiro;SAO JOSE DE UBA;Municipal;0;0
Rio de Janeiro;SAO JOSE DO VALE DO RIO PRETO;Total;60;67
Rio de Janeiro;SAO JOSE DO VALE DO RIO PRETO;Estadual;0;0
Rio de Janeiro;SAO JOSE DO VALE DO RIO PRETO;Municipal;0;0
Rio de Janeiro;SAO JOSE DO VALE DO RIO PRETO;Privada;60;67
Rio de Janeiro;SAO PEDRO DA ALDEIA;Total;974;713
Rio de Janeiro;SAO PEDRO DA ALDEIA;Estadual;0;0
Rio de Janeiro;SAO PEDRO DA ALDEIA;Municipal;0;0
Rio de Janeiro;SAO PEDRO DA ALDEIA;Privada;974;713
Rio de Janeiro;SAO SEBASTIAO DO ALTO;Total;0;0
Rio de Janeiro;SAO SEBASTIAO DO ALTO;Estadual;0;0
Rio de Janeiro;SAO SEBASTIAO DO ALTO;Municipal;0;0
Rio de Janeiro;SAPUCAIA;Total;102;104
Rio de Janeiro;SAPUCAIA;Estadual;0;0
Rio de Janeiro;SAPUCAIA;Municipal;0;0
Rio de Janeiro;SAPUCAIA;Privada;102;104
Rio de Janeiro;SAQUAREMA;Total;950;520
Rio de Janeiro;SAQUAREMA;Estadual;0;0
Rio de Janeiro;SAQUAREMA;Municipal;0;0
Rio de Janeiro;SAQUAREMA;Privada;950;520
Rio de Janeiro;SEROPEDICA;Total;786;668
Rio de Janeiro;SEROPEDICA;Estadual;0;0
Rio de Janeiro;SEROPEDICA;Federal;0;0
Rio de Janeiro;SEROPEDICA;Municipal;0;0
Rio de Janeiro;SEROPEDICA;Privada;786;668
Rio de Janeiro;SILVA JARDIM;Total;0;0
Rio de Janeiro;SILVA JARDIM;Estadual;0;0
Rio de Janeiro;SILVA JARDIM;Municipal;0;0
Rio de Janeiro;SILVA JARDIM;Privada;0;0
Rio de Janeiro;SUMIDOURO;Total;48;23
Rio de Janeiro;SUMIDOURO;Estadual;0;0
Rio de Janeiro;SUMIDOURO;Municipal;0;0
Rio de Janeiro;SUMIDOURO;Privada;48;23
Rio de Janeiro;TANGUA;Total;221;10
Rio de Janeiro;TANGUA;Estadual;0;0
Rio de Janeiro;TANGUA;Municipal;0;0
Rio de Janeiro;TANGUA;Privada;221;10
Rio de Janeiro;TERESOPOLIS;Total;1.430;1.102
Rio de Janeiro;TERESOPOLIS;Estadual;0;0
Rio de Janeiro;TERESOPOLIS;Municipal;0;0
Rio de Janeiro;TERESOPOLIS;Privada;1.430;1.102
Rio de Janeiro;TRAJANO DE MORAIS;Total;0;0
Rio de Janeiro;TRAJANO DE MORAIS;Estadual;0;0
Rio de Janeiro;TRAJANO DE MORAIS;Municipal;0;0
Rio de Janeiro;TRES RIOS;Total;239;138
Rio de Janeiro;TRES RIOS;Estadual;0;0
Rio de Janeiro;TRES RIOS;Municipal;0;0
Rio de Janeiro;TRES RIOS;Privada;239;138
Rio de Janeiro;VALENCA;Total;74;62
Rio de Janeiro;VALENCA;Estadual;0;0
Rio de Janeiro;VALENCA;Municipal;0;0
Rio de Janeiro;VALENCA;Privada;74;62
Rio de Janeiro;VARRE-SAI;Total;0;40
Rio de Janeiro;VARRE-SAI;Estadual;0;0
Rio de Janeiro;VARRE-SAI;Municipal;0;0
Rio de Janeiro;VARRE-SAI;Privada;0;40
Rio de Janeiro;VASSOURAS;Total;465;447
Rio de Janeiro;VASSOURAS;Estadual;0;0
Rio de Janeiro;VASSOURAS;Municipal;0;0
Rio de Janeiro;VASSOURAS;Privada;465;447
Rio de Janeiro;VOLTA REDONDA;Total;1.673;1.751
Rio de Janeiro;VOLTA REDONDA;Estadual;0;0
Rio de Janeiro;VOLTA REDONDA;Municipal;0;0
Rio de Janeiro;VOLTA REDONDA;Privada;1.673;1.751
Rondonia;Total;Total;147.064;136.063
Rondonia;Total;Estadual;62.382;85.728
Rondonia;Total;Federal;0;0
Rondonia;Total;Municipal;74.523;42.133
Rondonia;Total;Privada;10.159;8.202
Rondonia;ALTA FLORESTA D'OESTE;Total;3.046;2.638
Rondonia;ALTA FLORESTA D'OESTE;Estadual;1.419;1.385
Rondonia;ALTA FLORESTA D'OESTE;Municipal;1.590;1.253
Rondonia;ALTA FLORESTA D'OESTE;Privada;37;0
Rondonia;ALTO ALEGRE DOS PARECIS;Total;1.403;1.161
Rondonia;ALTO ALEGRE DOS PARECIS;Estadual;166;419
Rondonia;ALTO ALEGRE DOS PARECIS;Municipal;1.237;742
Rondonia;ALTO PARAISO;Total;1.779;1.486
Rondonia;ALTO PARAISO;Estadual;344;472
