UF;Municipio;DepAdm;EnsinoFund1_4;EnsinoFund5_8
Amazonas;ATALAIA DO NORTE;Total;2.491;684
Amazonas;ATALAIA DO NORTE;Estadual;777;629
Amazonas;ATALAIA DO NORTE;Municipal;1.714;55
Amazonas;AUTAZES;Total;5.521;2.850
Amazonas;AUTAZES;Estadual;1.640;1.275
Amazonas;AUTAZES;Municipal;3.881;1.575
Amazonas;BARCELOS;Total;3.863;1.404
Amazonas;BARCELOS;Estadual;721;1.267
Amazonas;BARCELOS;Municipal;3.142;137
Amazonas;BARREIRINHA;Total;4.974;2.637
Amazonas;BARREIRINHA;Estadual;1.502;2.082
Amazonas;BARREIRINHA;Municipal;3.472;555
Amazonas;BENJAMIN CONSTANT;Total;5.296;4.453
Amazonas;BENJAMIN CONSTANT;Estadual;500;1.636
Amazonas;BENJAMIN CONSTANT;Municipal;4.757;2.817
Amazonas;BENJAMIN CONSTANT;Privada;39;0
Amazonas;BERURI;Total;3.306;1.393
Amazonas;BERURI;Estadual;643;968
Amazonas;BERURI;Municipal;2.663;425
Amazonas;BOA VISTA DO RAMOS;Total;2.773;1.474
Amazonas;BOA VISTA DO RAMOS;Estadual;1.025;1.055
Amazonas;BOA VISTA DO RAMOS;Municipal;1.748;419
Amazonas;BOA VISTA DO RAMOS;Privada;0;0
Amazonas;BOCA DO ACRE;Total;4.671;2.638
Amazonas;BOCA DO ACRE;Estadual;1.452;1.874
Amazonas;BOCA DO ACRE;Municipal;3.219;764
Amazonas;BORBA;Total;6.088;2.085
Amazonas;BORBA;Estadual;1.498;2.085
Amazonas;BORBA;Municipal;4.590;0
Amazonas;CAAPIRANGA;Total;1.828;905
Amazonas;CAAPIRANGA;Estadual;339;421
Amazonas;CAAPIRANGA;Municipal;1.489;484
Amazonas;CANUTAMA;Total;2.455;578
Amazonas;CANUTAMA;Estadual;884;556
Amazonas;CANUTAMA;Municipal;1.571;22
Amazonas;CARAUARI;Total;4.325;2.031
Amazonas;CARAUARI;Estadual;1.556;2.031
Amazonas;CARAUARI;Municipal;2.769;0
Amazonas;CARAUARI;Privada;0;0
Amazonas;CAREIRO;Total;5.390;2.612
Amazonas;CAREIRO;Estadual;952;1.495
Amazonas;CAREIRO;Municipal;4.438;1.117
Amazonas;CAREIRO;Privada;0;0
Amazonas;CAREIRO DA VARZEA;Total;3.233;1.875
Amazonas;CAREIRO DA VARZEA;Estadual;615;974
Amazonas;CAREIRO DA VARZEA;Municipal;2.618;901
Amazonas;COARI;Total;10.741;6.773
Amazonas;COARI;Estadual;4.597;4.272
Amazonas;COARI;Municipal;6.075;2.494
Amazonas;COARI;Privada;69;7
Amazonas;CODAJAS;Total;3.221;1.231
Amazonas;CODAJAS;Estadual;1.324;1.203
Amazonas;CODAJAS;Municipal;1.897;28
Amazonas;EIRUNEPE;Total;6.177;3.391
Amazonas;EIRUNEPE;Estadual;1.733;2.688
Amazonas;EIRUNEPE;Municipal;4.397;703
Amazonas;EIRUNEPE;Privada;47;0
Amazonas;ENVIRA;Total;4.271;1.016
Amazonas;ENVIRA;Estadual;1.294;891
Amazonas;ENVIRA;Municipal;2.977;125
Amazonas;ENVIRA;Privada;0;0
Amazonas;FONTE BOA;Total;4.754;2.422
Amazonas;FONTE BOA;Estadual;969;1.962
Amazonas;FONTE BOA;Municipal;3.785;460
Amazonas;GUAJARA;Total;2.279;727
Amazonas;GUAJARA;Estadual;87;727
Amazonas;GUAJARA;Municipal;2.192;0
Amazonas;HUMAITA;Total;6.884;3.926
Amazonas;HUMAITA;Estadual;2.352;3.045
Amazonas;HUMAITA;Municipal;4.458;826
Amazonas;HUMAITA;Privada;74;55
Amazonas;IPIXUNA;Total;3.106;1.010
Amazonas;IPIXUNA;Estadual;346;1.010
Amazonas;IPIXUNA;Municipal;2.760;0
Amazonas;IRANDUBA;Total;5.227;3.201
Amazonas;IRANDUBA;Estadual;532;1.599
Amazonas;IRANDUBA;Municipal;4.695;1.602
Amazonas;IRANDUBA;Privada;0;0
Amazonas;ITACOATIARA;Total;1.652;5.382
Amazonas;ITACOATIARA;Estadual;1.162;5.119
Amazonas;ITACOATIARA;Municipal;0;0
Amazonas;ITACOATIARA;Privada;490;263
Amazonas;ITAMARATI;Total;1.860;619
Amazonas;ITAMARATI;Estadual;767;572
Amazonas;ITAMARATI;Municipal;1.093;47
Amazonas;ITAPIRANGA;Total;1.143;900
Amazonas;ITAPIRANGA;Estadual;571;725
Amazonas;ITAPIRANGA;Municipal;572;175
Amazonas;JAPURA;Total;2.015;378
Amazonas;JAPURA;Estadual;353;378
Amazonas;JAPURA;Municipal;1.662;0
Amazonas;JURUA;Total;3.005;706
Amazonas;JURUA;Estadual;434;395
Amazonas;JURUA;Municipal;2.571;311
Amazonas;JUTAI;Total;5.224;778
Amazonas;JUTAI;Estadual;706;778
Amazonas;JUTAI;Municipal;4.518;0
Amazonas;LABREA;Total;5.848;2.897
Amazonas;LABREA;Estadual;1.267;2.448
Amazonas;LABREA;Municipal;4.581;449
Amazonas;MANACAPURU;Total;12.492;9.779
Amazonas;MANACAPURU;Estadual;3.363;6.995
Amazonas;MANACAPURU;Municipal;8.928;2.784
Amazonas;MANACAPURU;Privada;201;0
Amazonas;MANAQUIRI;Total;2.602;1.679
Amazonas;MANAQUIRI;Estadual;297;327
Amazonas;MANAQUIRI;Municipal;2.305;1.352
Amazonas;MANAUS;Total;80.074;162.988
Amazonas;MANAUS;Estadual;29.581;95.488
Amazonas;MANAUS;Federal;0;604
Amazonas;MANAUS;Municipal;29.009;51.752
Amazonas;MANAUS;Privada;21.484;15.144
Amazonas;MANICORE;Total;1.933;2.373
Amazonas;MANICORE;Estadual;1.555;2.306
Amazonas;MANICORE;Municipal;378;67
Amazonas;MANICORE;Privada;0;0
Amazonas;MARAA;Total;5.968;488
Amazonas;MARAA;Estadual;686;488
Amazonas;MARAA;Municipal;5.282;0
Amazonas;MAUES;Total;9.874;5.873
Amazonas;MAUES;Estadual;1.505;2.291
Amazonas;MAUES;Municipal;8.369;3.582
Amazonas;MAUES;Privada;0;0
Amazonas;NHAMUNDA;Total;2.850;1.941
Amazonas;NHAMUNDA;Estadual;750;1.232
Amazonas;NHAMUNDA;Municipal;2.100;709
Amazonas;NOVA OLINDA DO NORTE;Total;3.900;2.136
Amazonas;NOVA OLINDA DO NORTE;Estadual;1.515;1.244
Amazonas;NOVA OLINDA DO NORTE;Municipal;2.298;892
Amazonas;NOVA OLINDA DO NORTE;Privada;87;0
Amazonas;NOVO AIRAO;Total;1.495;1.158
Amazonas;NOVO AIRAO;Estadual;365;746
Amazonas;NOVO AIRAO;Municipal;1.130;412
Amazonas;NOVO AIRAO;Privada;0;0
Amazonas;NOVO ARIPUANA;Total;3.113;1.523
Amazonas;NOVO ARIPUANA;Estadual;851;1.306
Amazonas;NOVO ARIPUANA;Municipal;2.262;217
Amazonas;PARINTINS;Total;13.057;10.368
Amazonas;PARINTINS;Estadual;3.963;7.238
Amazonas;PARINTINS;Municipal;9.094;3.130
Amazonas;PARINTINS;Privada;0;0
Amazonas;PAUINI;Total;2.973;815
Amazonas;PAUINI;Estadual;440;742
Amazonas;PAUINI;Municipal;2.533;73
Amazonas;PRESIDENTE FIGUEIREDO;Total;3.245;2.110
Amazonas;PRESIDENTE FIGUEIREDO;Estadual;0;216
Amazonas;PRESIDENTE FIGUEIREDO;Municipal;3.088;1.761
Amazonas;PRESIDENTE FIGUEIREDO;Privada;157;133
Amazonas;RIO PRETO DA EVA;Total;2.631;1.871
Amazonas;RIO PRETO DA EVA;Estadual;283;737
Amazonas;RIO PRETO DA EVA;Municipal;2.318;1.018
Amazonas;RIO PRETO DA EVA;Privada;30;116
Amazonas;SANTA ISABEL DO RIO NEGRO;Total;1.622;871
Amazonas;SANTA ISABEL DO RIO NEGRO;Estadual;548;469
Amazonas;SANTA ISABEL DO RIO NEGRO;Municipal;1.074;402
Amazonas;SANTO ANTONIO DO ICA;Total;3.652;2.066
Amazonas;SANTO ANTONIO DO ICA;Estadual;1.078;1.873
Amazonas;SANTO ANTONIO DO ICA;Municipal;2.533;193
Amazonas;SANTO ANTONIO DO ICA;Privada;41;0
Amazonas;SAO GABRIEL DA CACHOEIRA;Total;6.361;3.674
Amazonas;SAO GABRIEL DA CACHOEIRA;Estadual;1.964;2.631
Amazonas;SAO GABRIEL DA CACHOEIRA;Federal;0;0
Amazonas;SAO GABRIEL DA CACHOEIRA;Municipal;4.293;1.043
Amazonas;SAO GABRIEL DA CACHOEIRA;Privada;104;0
Amazonas;SAO PAULO DE OLIVENCA;Total;6.067;2.071
Amazonas;SAO PAULO DE OLIVENCA;Estadual;1.884;1.436
Amazonas;SAO PAULO DE OLIVENCA;Municipal;4.183;635
Amazonas;SAO SEBASTIAO DO UATUMA;Total;1.255;751
Amazonas;SAO SEBASTIAO DO UATUMA;Estadual;756;751
Amazonas;SAO SEBASTIAO DO UATUMA;Municipal;499;0
Amazonas;SILVES;Total;1.404;1.199
Amazonas;SILVES;Estadual;56;526
Amazonas;SILVES;Municipal;1.348;673
Amazonas;TABATINGA;Total;7.558;4.456
Amazonas;TABATINGA;Estadual;1.832;3.289
Amazonas;TABATINGA;Municipal;5.480;1.167
Amazonas;TABATINGA;Privada;246;0
Amazonas;TAPAUA;Total;2.454;1.027
Amazonas;TAPAUA;Estadual;290;1.027
Amazonas;TAPAUA;Municipal;2.164;0
Amazonas;TEFE;Total;8.713;5.348
Amazonas;TEFE;Estadual;4.758;4.665
Amazonas;TEFE;Municipal;3.876;683
Amazonas;TEFE;Privada;79;0
Amazonas;TONANTINS;Total;3.952;1.544
Amazonas;TONANTINS;Estadual;545;1.347
Amazonas;TONANTINS;Municipal;3.407;197
Amazonas;TONANTINS;Privada;0;0
Amazonas;UARINI;Total;4.314;453
Amazonas;UARINI;Estadual;625;453
Amazonas;UARINI;Municipal;3.689;0
Amazonas;URUCARA;Total;2.078;1.573
Amazonas;URUCARA;Estadual;556;1.090
Amazonas;URUCARA;Municipal;1.522;483
Amazonas;URUCURITUBA;Total;2.899;1.775
Amazonas;URUCURITUBA;Estadual;1.132;1.608
Amazonas;URUCURITUBA;Municipal;1.767;167
Bahia;Total;Total;1.569.753;1.215.790
Bahia;Total;Estadual;129.229;444.117
Bahia;Total;Federal;0;471
Bahia;Total;Municipal;1.320.341;686.426
Bahia;Total;Privada;120.183;84.776
Bahia;ABAIRA;Total;650;799
Bahia;ABAIRA;Estadual;0;180
Bahia;ABAIRA;Municipal;650;619
Bahia;ABARE;Total;2.491;1.439
Bahia;ABARE;Estadual;251;551
Bahia;ABARE;Municipal;2.240;888
Bahia;ACAJUTIBA;Total;2.459;1.242
Bahia;ACAJUTIBA;Estadual;0;824
Bahia;ACAJUTIBA;Municipal;2.242;322
Bahia;ACAJUTIBA;Privada;217;96
Bahia;ADUSTINA;Total;1.763;1.527
Bahia;ADUSTINA;Estadual;73;0
Bahia;ADUSTINA;Municipal;1.607;1.527
Bahia;ADUSTINA;Privada;83;0
Bahia;AGUA FRIA;Total;3.046;1.871
Bahia;AGUA FRIA;Estadual;0;54
Bahia;AGUA FRIA;Municipal;3.009;1.817
Bahia;AGUA FRIA;Privada;37;0
Bahia;AIQUARA;Total;623;562
Bahia;AIQUARA;Estadual;0;0
Bahia;AIQUARA;Municipal;623;562
Bahia;ALAGOINHAS;Total;13.816;11.820
Bahia;ALAGOINHAS;Estadual;4.468;7.140
Bahia;ALAGOINHAS;Municipal;7.449;2.662
Bahia;ALAGOINHAS;Privada;1.899;2.018
Bahia;ALCOBACA;Total;4.947;2.818
Bahia;ALCOBACA;Estadual;0;0
Bahia;ALCOBACA;Municipal;4.773;2.791
Bahia;ALCOBACA;Privada;174;27
Bahia;ALMADINA;Total;1.007;542
Bahia;ALMADINA;Estadual;0;99
Bahia;ALMADINA;Municipal;988;443
Bahia;ALMADINA;Privada;19;0
Bahia;AMARGOSA;Total;3.777;3.090
Bahia;AMARGOSA;Estadual;463;2.300
Bahia;AMARGOSA;Municipal;3.057;595
Bahia;AMARGOSA;Privada;257;195
Bahia;AMELIA RODRIGUES;Total;611;1.100
Bahia;AMELIA RODRIGUES;Estadual;184;841
Bahia;AMELIA RODRIGUES;Municipal;0;0
Bahia;AMELIA RODRIGUES;Privada;427;259
Bahia;AMERICA DOURADA;Total;2.052;1.420
Bahia;AMERICA DOURADA;Estadual;0;96
Bahia;AMERICA DOURADA;Municipal;2.052;1.324
Bahia;ANAGE;Total;3.064;2.218
Bahia;ANAGE;Estadual;0;371
Bahia;ANAGE;Municipal;3.064;1.847
Bahia;ANDARAI;Total;2.121;1.256
Bahia;ANDARAI;Estadual;0;644
Bahia;ANDARAI;Municipal;2.121;612
Bahia;ANDORINHA;Total;2.471;1.645
Bahia;ANDORINHA;Estadual;323;25
Bahia;ANDORINHA;Municipal;2.148;1.412
Bahia;ANDORINHA;Privada;0;208
Bahia;ANGICAL;Total;2.093;1.661
Bahia;ANGICAL;Estadual;0;391
Bahia;ANGICAL;Municipal;2.093;1.171
Bahia;ANGICAL;Privada;0;99
Bahia;ANGUERA;Total;1.171;953
Bahia;ANGUERA;Estadual;0;250
Bahia;ANGUERA;Municipal;1.171;703
Bahia;ANTAS;Total;1.794;1.509
Bahia;ANTAS;Estadual;0;0
Bahia;ANTAS;Municipal;1.725;1.509
Bahia;ANTAS;Privada;69;0
Bahia;ANTONIO CARDOSO;Total;1.967;1.372
Bahia;ANTONIO CARDOSO;Estadual;0;326
Bahia;ANTONIO CARDOSO;Municipal;1.967;1.046
Bahia;ANTONIO GONCALVES;Total;1.660;962
Bahia;ANTONIO GONCALVES;Estadual;0;479
Bahia;ANTONIO GONCALVES;Municipal;1.534;447
Bahia;ANTONIO GONCALVES;Privada;126;36
Bahia;APORA;Total;2.096;1.372
Bahia;APORA;Estadual;0;478
Bahia;APORA;Municipal;2.039;894
Bahia;APORA;Privada;57;0
Bahia;APUAREMA;Total;1.513;1.201
Bahia;APUAREMA;Estadual;0;96
Bahia;APUAREMA;Municipal;1.513;1.105
Bahia;ARACAS;Total;1.794;1.339
Bahia;ARACAS;Estadual;0;159
Bahia;ARACAS;Municipal;1.743;1.180
Bahia;ARACAS;Privada;51;0
Bahia;ARACATU;Total;2.530;1.666
Bahia;ARACATU;Estadual;0;269
Bahia;ARACATU;Municipal;2.530;1.397
Bahia;ARACI;Total;12.540;5.269
Bahia;ARACI;Estadual;60;1.157
Bahia;ARACI;Municipal;12.209;3.930
Bahia;ARACI;Privada;271;182
Bahia;ARAMARI;Total;1.176;704
Bahia;ARAMARI;Estadual;126;416
Bahia;ARAMARI;Municipal;945;288
Bahia;ARAMARI;Privada;105;0
Bahia;ARATACA;Total;2.368;951
Bahia;ARATACA;Estadual;73;241
Bahia;ARATACA;Municipal;2.295;710
Bahia;ARATUIPE;Total;1.623;810
Bahia;ARATUIPE;Estadual;0;489
Bahia;ARATUIPE;Municipal;1.609;321
Bahia;ARATUIPE;Privada;14;0
Bahia;AURELINO LEAL;Total;2.288;1.478
Bahia;AURELINO LEAL;Estadual;517;299
Bahia;AURELINO LEAL;Municipal;1.771;1.179
Bahia;BAIANOPOLIS;Total;1.715;1.329
Bahia;BAIANOPOLIS;Estadual;0;0
Bahia;BAIANOPOLIS;Municipal;1.715;1.329
Bahia;BAIXA GRANDE;Total;3.073;2.709
Bahia;BAIXA GRANDE;Estadual;406;716
Bahia;BAIXA GRANDE;Municipal;2.534;1.905
Bahia;BAIXA GRANDE;Privada;133;88
Bahia;BANZAE;Total;2.257;1.908
Bahia;BANZAE;Estadual;0;0
Bahia;BANZAE;Municipal;2.257;1.908
Bahia;BARRA;Total;10.767;5.382
Bahia;BARRA;Estadual;572;938
Bahia;BARRA;Municipal;10.009;4.163
Bahia;BARRA;Privada;186;281
Bahia;BARRA DA ESTIVA;Total;2.510;1.664
Bahia;BARRA DA ESTIVA;Estadual;305;629
Bahia;BARRA DA ESTIVA;Municipal;2.205;1.035
Bahia;BARRA DO CHOCA;Total;5.812;3.067
Bahia;BARRA DO CHOCA;Estadual;0;0
Bahia;BARRA DO CHOCA;Municipal;5.812;3.067
Bahia;BARRA DO MENDES;Total;1.587;1.467
Bahia;BARRA DO MENDES;Estadual;502;198
Bahia;BARRA DO MENDES;Municipal;1.020;1.190
Bahia;BARRA DO MENDES;Privada;65;79
Bahia;BARRA DO ROCHA;Total;2.179;798
Bahia;BARRA DO ROCHA;Estadual;138;237
Bahia;BARRA DO ROCHA;Municipal;2.041;561
Bahia;BARREIRAS;Total;11.467;11.872
Bahia;BARREIRAS;Estadual;887;2.303
Bahia;BARREIRAS;Federal;0;0
Bahia;BARREIRAS;Municipal;9.525;8.571
Bahia;BARREIRAS;Privada;1.055;998
Bahia;BARRO ALTO;Total;1.958;1.635
Bahia;BARRO ALTO;Estadual;86;0
Bahia;BARRO ALTO;Municipal;1.872;1.635
Bahia;BARROCAS;Total;2.755;1.562
Bahia;BARROCAS;Estadual;0;0
Bahia;BARROCAS;Municipal;2.681;1.562
Bahia;BARROCAS;Privada;74;0
Bahia;BELMONTE;Total;3.099;1.732
Bahia;BELMONTE;Estadual;619;274
Bahia;BELMONTE;Municipal;2.444;1.458
Bahia;BELMONTE;Privada;36;0
Bahia;BELO CAMPO;Total;2.340;1.899
Bahia;BELO CAMPO;Estadual;0;554
Bahia;BELO CAMPO;Municipal;2.260;1.345
Bahia;BELO CAMPO;Privada;80;0
Bahia;BIRITINGA;Total;2.871;1.674
Bahia;BIRITINGA;Estadual;0;403
Bahia;BIRITINGA;Municipal;2.871;1.271
Bahia;BOA NOVA;Total;2.144;2.008
Bahia;BOA NOVA;Estadual;0;338
Bahia;BOA NOVA;Municipal;2.130;1.670
Bahia;BOA NOVA;Privada;14;0
Bahia;BOA VISTA DO TUPIM;Total;3.518;2.828
Bahia;BOA VISTA DO TUPIM;Estadual;116;663
Bahia;BOA VISTA DO TUPIM;Municipal;3.402;2.165
Bahia;BOM JESUS DA LAPA;Total;9.269;6.402
Bahia;BOM JESUS DA LAPA;Estadual;1.336;2.469
Bahia;BOM JESUS DA LAPA;Municipal;7.305;3.410
Bahia;BOM JESUS DA LAPA;Privada;628;523
Bahia;BOM JESUS DA SERRA;Total;2.337;1.097
Bahia;BOM JESUS DA SERRA;Estadual;0;0
Bahia;BOM JESUS DA SERRA;Municipal;2.256;1.097
Bahia;BOM JESUS DA SERRA;Privada;81;0
Bahia;BONINAL;Total;1.641;1.490
Bahia;BONINAL;Estadual;0;106
Bahia;BONINAL;Municipal;1.641;1.384
Bahia;BONITO;Total;2.227;1.315
Bahia;BONITO;Estadual;100;237
Bahia;BONITO;Municipal;2.068;1.078
Bahia;BONITO;Privada;59;0
Bahia;BOQUIRA;Total;3.602;2.055
Bahia;BOQUIRA;Estadual;0;558
Bahia;BOQUIRA;Municipal;3.577;1.409
Bahia;BOQUIRA;Privada;25;88
Bahia;BOTUPORA;Total;1.440;1.089
Bahia;BOTUPORA;Estadual;0;250
Bahia;BOTUPORA;Municipal;1.440;839
Bahia;BREJOES;Total;1.886;1.586
Bahia;BREJOES;Estadual;0;648
Bahia;BREJOES;Municipal;1.886;882
Bahia;BREJOES;Privada;0;56
Bahia;BREJOLANDIA;Total;813;845
Bahia;BREJOLANDIA;Estadual;0;84
Bahia;BREJOLANDIA;Municipal;813;761
Bahia;BROTAS DE MACAUBAS;Total;2.120;1.327
Bahia;BROTAS DE MACAUBAS;Estadual;0;233
Bahia;BROTAS DE MACAUBAS;Municipal;2.120;1.094
Bahia;BRUMADO;Total;6.904;5.854
Bahia;BRUMADO;Estadual;505;1.076
Bahia;BRUMADO;Municipal;5.868;4.329
Bahia;BRUMADO;Privada;531;449
Bahia;BUERAREMA;Total;2.913;2.065
Bahia;BUERAREMA;Estadual;0;460
Bahia;BUERAREMA;Municipal;2.713;1.560
Bahia;BUERAREMA;Privada;200;45
Bahia;BURITIRAMA;Total;3.414;2.409
Bahia;BURITIRAMA;Estadual;70;205
Bahia;BURITIRAMA;Municipal;3.325;2.204
Bahia;BURITIRAMA;Privada;19;0
Bahia;CAATIBA;Total;1.529;886
Bahia;CAATIBA;Estadual;276;0
Bahia;CAATIBA;Municipal;1.253;886
Bahia;CABACEIRAS DO PARAGUACU;Total;2.314;1.587
Bahia;CABACEIRAS DO PARAGUACU;Estadual;0;1.149
Bahia;CABACEIRAS DO PARAGUACU;Municipal;2.314;438
Bahia;CABACEIRAS DO PARAGUACU;Privada;0;0
Bahia;CACHOEIRA;Total;4.421;3.313
Bahia;CACHOEIRA;Estadual;469;2.071
Bahia;CACHOEIRA;Municipal;3.432;756
Bahia;CACHOEIRA;Privada;520;486
Bahia;CACULE;Total;2.524;1.968
Bahia;CACULE;Estadual;138;726
Bahia;CACULE;Municipal;2.343;1.137
Bahia;CACULE;Privada;43;105
Bahia;CAEM;Total;2.360;1.561
Bahia;CAEM;Estadual;0;541
Bahia;CAEM;Municipal;2.317;1.005
Bahia;CAEM;Privada;43;15
Bahia;CAETANOS;Total;1.148;1.005
Bahia;CAETANOS;Estadual;0;69
Bahia;CAETANOS;Municipal;1.148;936
Bahia;CAETITE;Total;6.040;4.265
Bahia;CAETITE;Estadual;405;1.392
Bahia;CAETITE;Municipal;5.413;2.596
Bahia;CAETITE;Privada;222;277
Bahia;CAFARNAUM;Total;2.286;1.892
Bahia;CAFARNAUM;Estadual;222;276
Bahia;CAFARNAUM;Municipal;1.938;1.586
Bahia;CAFARNAUM;Privada;126;30
Bahia;CAIRU;Total;1.651;853
Bahia;CAIRU;Estadual;0;161
Bahia;CAIRU;Municipal;1.651;692
Bahia;CALDEIRAO GRANDE;Total;2.081;1.530
Bahia;CALDEIRAO GRANDE;Estadual;274;288
Bahia;CALDEIRAO GRANDE;Municipal;1.711;1.196
Bahia;CALDEIRAO GRANDE;Privada;96;46
Bahia;CAMACAN;Total;5.146;3.271
Bahia;CAMACAN;Estadual;528;832
Bahia;CAMACAN;Municipal;4.349;2.324
Bahia;CAMACAN;Privada;269;115
Bahia;CAMACARI;Total;20.723;20.827
Bahia;CAMACARI;Estadual;37;1.118
Bahia;CAMACARI;Municipal;20.375;19.346
Bahia;CAMACARI;Privada;311;363
Bahia;CAMAMU;Total;273;701
Bahia;CAMAMU;Estadual;139;701
Bahia;CAMAMU;Municipal;0;0
Bahia;CAMAMU;Privada;134;0
Bahia;CAMPO ALEGRE DE LOURDES;Total;5.143;3.065
Bahia;CAMPO ALEGRE DE LOURDES;Estadual;349;1.101
Bahia;CAMPO ALEGRE DE LOURDES;Municipal;4.777;1.964
Bahia;CAMPO ALEGRE DE LOURDES;Privada;17;0
Bahia;CAMPO FORMOSO;Total;8.522;6.187
Bahia;CAMPO FORMOSO;Estadual;1.192;785
Bahia;CAMPO FORMOSO;Municipal;6.945;5.066
Bahia;CAMPO FORMOSO;Privada;385;336
Bahia;CANAPOLIS;Total;1.544;1.183
Bahia;CANAPOLIS;Estadual;133;352
Bahia;CANAPOLIS;Municipal;1.411;831
Bahia;CANARANA;Total;3.146;2.552
Bahia;CANARANA;Estadual;0;1.283
Bahia;CANARANA;Municipal;2.881;1.092
Bahia;CANARANA;Privada;265;177
Bahia;CANAVIEIRAS;Total;4.207;2.774
Bahia;CANAVIEIRAS;Estadual;0;2.086
Bahia;CANAVIEIRAS;Municipal;3.964;523
Bahia;CANAVIEIRAS;Privada;243;165
Bahia;CANDEAL;Total;1.945;758
Bahia;CANDEAL;Estadual;190;268
Bahia;CANDEAL;Municipal;1.671;490
Bahia;CANDEAL;Privada;84;0
Bahia;CANDEIAS;Total;7.377;6.095
Bahia;CANDEIAS;Estadual;224;1.525
Bahia;CANDEIAS;Municipal;7.018;4.132
Bahia;CANDEIAS;Privada;135;438
Bahia;CANDIBA;Total;1.135;1.269
Bahia;CANDIBA;Estadual;397;381
Bahia;CANDIBA;Municipal;738;888
Bahia;CANDIBA;Privada;0;0
Bahia;CANDIDO SALES;Total;3.304;3.137
Bahia;CANDIDO SALES;Estadual;0;419
Bahia;CANDIDO SALES;Municipal;3.130;2.683
Bahia;CANDIDO SALES;Privada;174;35
Bahia;CANSANCAO;Total;6.899;4.076
Bahia;CANSANCAO;Estadual;0;904
Bahia;CANSANCAO;Municipal;6.732;3.093
Bahia;CANSANCAO;Privada;167;79
Bahia;CANUDOS;Total;2.216;1.696
Bahia;CANUDOS;Estadual;319;379
Bahia;CANUDOS;Municipal;1.830;1.317
Bahia;CANUDOS;Privada;67;0
Bahia;CAPELA DO ALTO ALEGRE;Total;1.412;1.117
Bahia;CAPELA DO ALTO ALEGRE;Estadual;0;182
Bahia;CAPELA DO ALTO ALEGRE;Municipal;1.412;935
Bahia;CAPELA DO ALTO ALEGRE;Privada;0;0
Bahia;CAPIM GROSSO;Total;2.828;2.473
Bahia;CAPIM GROSSO;Estadual;0;601
Bahia;CAPIM GROSSO;Municipal;2.514;1.748
Bahia;CAPIM GROSSO;Privada;314;124
Bahia;CARAIBAS;Total;1.231;1.333
Bahia;CARAIBAS;Estadual;0;0
Bahia;CARAIBAS;Municipal;1.231;1.333
Bahia;CARAVELAS;Total;2.689;2.214
Bahia;CARAVELAS;Estadual;233;707
Bahia;CARAVELAS;Municipal;2.456;1.507
Bahia;CARAVELAS;Privada;0;0
Bahia;CARDEAL DA SILVA;Total;1.649;702
Bahia;CARDEAL DA SILVA;Estadual;0;363
Bahia;CARDEAL DA SILVA;Municipal;1.622;339
Bahia;CARDEAL DA SILVA;Privada;27;0
Bahia;CARINHANHA;Total;4.989;3.144
Bahia;CARINHANHA;Estadual;340;588
Bahia;CARINHANHA;Municipal;4.523;2.494
Bahia;CARINHANHA;Privada;126;62
Bahia;CASA NOVA;Total;9.572;6.497
Bahia;CASA NOVA;Estadual;925;1.610
Bahia;CASA NOVA;Municipal;8.526;4.862
Bahia;CASA NOVA;Privada;121;25
Bahia;CASTRO ALVES;Total;170;84
Bahia;CASTRO ALVES;Estadual;0;0
Bahia;CASTRO ALVES;Municipal;0;0
Bahia;CASTRO ALVES;Privada;170;84
Bahia;CATOLANDIA;Total;341;310
Bahia;CATOLANDIA;Estadual;84;0
Bahia;CATOLANDIA;Municipal;257;310
Bahia;CATU;Total;6.356;5.007
Bahia;CATU;Estadual;0;2.119
Bahia;CATU;Federal;0;0
Bahia;CATU;Municipal;5.680;2.227
Bahia;CATU;Privada;676;661
Bahia;CATURAMA;Total;1.295;926
Bahia;CATURAMA;Estadual;0;119
Bahia;CATURAMA;Municipal;1.295;807
Bahia;CENTRAL;Total;2.580;1.896
Bahia;CENTRAL;Estadual;298;844
Bahia;CENTRAL;Municipal;2.232;993
Bahia;CENTRAL;Privada;50;59
Bahia;CHORROCHO;Total;2.017;979
Bahia;CHORROCHO;Estadual;816;629
Bahia;CHORROCHO;Municipal;1.201;350
Bahia;CICERO DANTAS;Total;3.706;3.392
Bahia;CICERO DANTAS;Estadual;476;844
Bahia;CICERO DANTAS;Municipal;3.047;2.450
Bahia;CICERO DANTAS;Privada;183;98
Bahia;CIPO;Total;2.325;2.206
Bahia;CIPO;Estadual;0;611
Bahia;CIPO;Municipal;2.171;1.472
Bahia;CIPO;Privada;154;123
Bahia;COARACI;Total;3.869;2.630
Bahia;COARACI;Estadual;96;469
Bahia;COARACI;Municipal;3.549;1.983
Bahia;COARACI;Privada;224;178
Bahia;COCOS;Total;2.907;2.139
Bahia;COCOS;Estadual;0;800
Bahia;COCOS;Municipal;2.907;1.339
Bahia;CONCEICAO DA FEIRA;Total;637;1.052
Bahia;CONCEICAO DA FEIRA;Estadual;516;1.052
Bahia;CONCEICAO DA FEIRA;Municipal;0;0
Bahia;CONCEICAO DA FEIRA;Privada;121;0
Bahia;CONCEICAO DO ALMEIDA;Total;2.005;1.180
Bahia;CONCEICAO DO ALMEIDA;Estadual;632;977
